"アルバム名","曲名","URL","ディスク番号","曲番号","人気度","長さ","テンポ","拍子","キー","モード","アコースティック度","ダンス性","エネルギッシュさ","インスト度","ライブ感","音圧のデシベル値の平均","話し声度","ポジティブ度"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","ユーラム・バロウズ推参っ!","https://open.spotify.com/track/4tF4dPrryOTqkwNYydxTLb","3","11","0","74347","77.949","3","7","1","0.521","0.737","0.108","0.0","0.15","-12.88","0.0329","0.85"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","風車のある風景","https://open.spotify.com/track/7mjw6GFTCsw3pFlr2wvhns","3","12","0","93213","169.929","3","0","1","0.527","0.527","0.476","6.59e-06","0.222","-12.093","0.0499","0.954"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","耀ける海よ!空よ!再び!","https://open.spotify.com/track/4SPeSKEtqwTd6r11R0IDop","3","13","0","98707","84.904","4","5","1","0.0683","0.163","0.39","0.531","0.221","-10.325","0.0317","0.203"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","灯台のある港街","https://open.spotify.com/track/1XoNeA5EK1TzisURKWmFnq","3","14","0","105627","113.423","4","4","1","0.684","0.47","0.427","0.265","0.185","-12.248","0.0386","0.232"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","群島諸国連合艦隊提督","https://open.spotify.com/track/5H7OdznQ9UdDzrpoD9HgRf","3","15","0","111853","80.009","3","0","1","0.139","0.606","0.676","0.249","0.331","-10.127","0.0387","0.614"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","ニルバ島大灯台","https://open.spotify.com/track/08hQfy6hCxzkPhuXBFQLNS","3","16","0","104053","195.874","5","9","0","0.81","0.0865","0.241","0.94","0.276","-12.516","0.0394","0.0393"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","海賊退治","https://open.spotify.com/track/03hpsXz6p3bXHAe7EZg99m","3","17","0","118053","159.964","1","8","1","9.78e-05","0.509","0.516","0.937","0.157","-12.493","0.025","0.357"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","「戴冠式」","https://open.spotify.com/track/3boHFhxUitvErPrsd941wB","3","18","0","77547","145.691","4","5","1","0.856","0.354","0.269","0.997","0.22","-12.475","0.0307","0.0439"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","水のほとりに集いし我ら","https://open.spotify.com/track/5ijVyF4F0nyenP9hElU7Go","3","19","0","146653","203.97","3","9","0","0.111","0.244","0.377","0.0867","0.275","-12.66","0.031","0.294"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","勝負!","https://open.spotify.com/track/5XlcBHMjuuTucfFbYonUEQ","3","20","0","88547","130.948","4","0","1","0.572","0.81","0.59","0.95","0.075","-15.199","0.0795","0.754"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","机の上の戦争","https://open.spotify.com/track/28zQThG8tCAEn7KiH58Cpq","3","21","0","66320","119.801","4","0","1","0.124","0.579","0.31","7.2e-05","0.252","-14.576","0.103","0.715"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","竜馬操技演習","https://open.spotify.com/track/4xFhcvewwG7FDXfBK9ljns","3","22","0","104227","143.979","4","4","0","0.000335","0.491","0.752","0.823","0.0712","-11.171","0.0485","0.448"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","軍事要塞","https://open.spotify.com/track/3mO2HoQDSReIiRRYE0iH6Q","3","23","0","117280","75.964","4","0","1","0.511","0.426","0.22","0.744","0.157","-13.163","0.0285","0.167"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","反撃","https://open.spotify.com/track/3QQnyMMNutqt27it5JXzTZ","3","24","0","136507","128.992","4","9","0","0.0395","0.585","0.496","0.869","0.268","-11.638","0.0284","0.489"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","生か死か","https://open.spotify.com/track/7EFwZuzKAZYMzYgUlJg2qe","3","25","1","114067","82.023","4","5","1","0.00277","0.409","0.758","0.509","0.305","-12.858","0.0686","0.409"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","悲痛","https://open.spotify.com/track/4emkSZ4n5NhDr4rmwmwtyo","3","26","0","104787","89.928","4","6","0","0.433","0.144","0.339","0.894","0.116","-10.332","0.0333","0.0544"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","決意 ~悲壮な戦い~","https://open.spotify.com/track/4gmJ5K63YKH8RYuVTPY5Z1","3","27","1","156067","157.102","4","9","0","0.0198","0.353","0.564","0.98","0.202","-13.045","0.0298","0.313"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","白き魔術師 ~彼方の星~","https://open.spotify.com/track/7GfyCrfD4JLTfchHG52aRs","3","28","0","148373","76.303","4","9","0","0.954","0.254","0.122","0.962","0.0828","-16.851","0.0321","0.0385"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","突撃!","https://open.spotify.com/track/4Zm5ZC28nbJP9kqOr0tDg2","3","29","0","146227","81.058","4","6","1","0.56","0.497","0.29","0.881","0.181","-13.709","0.0341","0.785"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","裏切り","https://open.spotify.com/track/2lUgVST65X7H5H97ldAt8a","3","30","0","112280","169.974","3","7","0","0.0216","0.0883","0.23","0.938","0.192","-11.146","0.0304","0.088"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","決別","https://open.spotify.com/track/3GbtffekY2dFslkoKppeb3","3","31","0","159440","76.028","5","11","0","0.38","0.184","0.336","0.655","0.342","-11.54","0.0346","0.244"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","最深部","https://open.spotify.com/track/13kCaL7EHSumyZL5fAbylr","3","32","0","88720","143.943","3","9","0","0.856","0.527","0.26","0.017","0.0838","-14.764","0.0323","0.382"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","堅牢なる城","https://open.spotify.com/track/1JPy4tk0qa9M6meIN9A4zY","3","33","0","80813","106.554","3","0","1","0.923","0.189","0.179","0.885","0.347","-12.883","0.0351","0.0661"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","戦地に響く笛の音","https://open.spotify.com/track/5nZ75vhzbUECRVamoI9Tr9","3","34","0","147427","67.741","4","7","1","0.291","0.282","0.462","0.00125","0.324","-9.944","0.0342","0.232"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","竜馬、草原をゆく","https://open.spotify.com/track/1DBVCV3WLyVJNUvpqYVTDG","3","35","0","62467","152.65","3","7","1","0.00628","0.361","0.287","0.494","0.239","-11.884","0.0377","0.152"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","ゴドウィンの兵たち","https://open.spotify.com/track/5wD9HxlRqdMgVbikT2DSXR","3","36","0","85960","155.889","4","4","0","0.105","0.538","0.342","0.832","0.0757","-18.576","0.0464","0.741"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","凱歌","https://open.spotify.com/track/1wtWmY8QGoTfRMY0PsebkZ","3","37","0","155973","87.611","3","4","0","0.0671","0.413","0.517","0.56","0.0848","-9.451","0.0307","0.14"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","黎明の城","https://open.spotify.com/track/4W6Py0wbjdtsuf3bxfPqzh","3","38","0","211947","102.047","3","9","0","0.191","0.467","0.455","0.508","0.307","-9.162","0.0265","0.324"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","魅惑の紋章師","https://open.spotify.com/track/3MkUXVvE5rc8xbs1YsAJzi","3","39","0","119480","110.435","4","3","0","0.107","0.245","0.281","0.192","0.0454","-12.917","0.0355","0.16"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","迷宮彷徨","https://open.spotify.com/track/2IU10X4rrBc0mc7qzLos70","3","40","0","121387","84.742","5","6","0","0.955","0.191","0.106","0.955","0.0868","-17.995","0.0341","0.0514"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","地中に封印された街","https://open.spotify.com/track/1hrKjcEHS40Yc3Ho1vMYgb","3","41","0","115093","158.247","4","11","0","0.877","0.359","0.227","0.908","0.113","-20.962","0.0316","0.27"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","悲愴な願い","https://open.spotify.com/track/11n7MSW56wf6UhNkXrzukJ","4","1","0","199827","94.999","3","6","0","0.501","0.537","0.54","0.94","0.129","-11.308","0.0289","0.529"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","闇に哭する光","https://open.spotify.com/track/2LOFgYXEVFQF7jyLfjnBv5","4","2","1","191960","182.009","3","11","0","0.987","0.55","0.0913","0.894","0.103","-18.755","0.063","0.188"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","アーメス新王国","https://open.spotify.com/track/7AndstOzRxh2EQPvKP70Vy","4","3","0","99653","95.01","4","0","1","0.56","0.6","0.451","0.896","0.125","-12.054","0.0245","0.899"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","舞踏狂詩曲","https://open.spotify.com/track/2S6r5Aa4UxkyPuZdRcU8NM","4","4","0","194093","159.952","4","5","1","3.1e-05","0.552","0.858","0.867","0.108","-11.177","0.0803","0.604"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","陥落","https://open.spotify.com/track/226rCyLwmkOQZcuxYtLrWh","4","5","0","121760","95.043","4","9","0","0.288","0.446","0.459","0.934","0.759","-9.322","0.0276","0.545"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","決戦前夜 ~月夜のテーマ~","https://open.spotify.com/track/6E9qyxftNTUZNR406G0fOF","4","6","0","288560","135.851","4","10","1","0.862","0.161","0.274","0.939","0.089","-11.929","0.0343","0.0408"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","やすらぎ","https://open.spotify.com/track/3kgEOUanCx2IBDf08gzqTH","4","7","0","83733","101.548","4","0","1","0.949","0.662","0.128","0.963","0.104","-14.771","0.0873","0.602"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","月夜に響く笛の音","https://open.spotify.com/track/0DOshNohKsLMYgzKCB5U9P","4","8","0","85280","133.219","4","10","1","0.995","0.389","0.0649","0.92","0.268","-13.672","0.0857","0.611"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","ソルファレナ奪還戦","https://open.spotify.com/track/7agRBZB4wjAUqfBlTHqvvt","4","9","0","125347","90.019","3","2","1","0.365","0.328","0.424","0.177","0.599","-8.177","0.0283","0.113"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","怒涛","https://open.spotify.com/track/09k7oMlsJcIxmgI4EkGZ04","4","10","0","153013","151.638","4","9","0","0.371","0.246","0.74","0.43","0.174","-10.457","0.0514","0.514"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","宿命の対決","https://open.spotify.com/track/6gajlVwJH5YICRn8BMCVnn","4","11","0","189347","138.008","4","7","1","0.297","0.4","0.397","0.717","0.0485","-11.598","0.0582","0.187"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","破壊の傷痕","https://open.spotify.com/track/5qduXXMRCf4ud2c9Iy5UF9","4","12","0","243493","140.046","4","7","1","0.866","0.535","0.153","0.981","0.0963","-17.492","0.0343","0.478"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","禊ぎの泉","https://open.spotify.com/track/2MNslQqbpJJ96iuOiKqQgB","4","13","0","118253","79.987","1","9","0","0.884","0.556","0.255","0.824","0.0905","-17.951","0.0493","0.284"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","始祖の大地","https://open.spotify.com/track/7Dd04YD1xm3XDdFWJy0Owr","4","14","0","114867","78.825","4","7","1","0.869","0.196","0.289","0.963","0.0696","-14.514","0.0349","0.0367"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","雪と氷に閉ざされた遺跡","https://open.spotify.com/track/0MS2nmmGm0FKfLaDHGwYwI","4","15","0","105640","60.08","4","2","0","0.0381","0.226","0.193","0.298","0.183","-12.249","0.0368","0.0383"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","発動","https://open.spotify.com/track/1UXYxYQqXvG6s8bWaHs1oj","4","16","0","140680","101.758","3","4","0","0.642","0.165","0.205","0.94","0.104","-17.213","0.0342","0.0338"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","最終決着","https://open.spotify.com/track/3xIpTD3F5H1l4eW66GNM4Q","4","17","0","238533","96.963","3","2","1","0.00992","0.335","0.502","0.696","0.156","-10.914","0.0299","0.179"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","一人旅","https://open.spotify.com/track/7CM5y44hLPNpWk4IociBZT","4","18","0","164253","85.036","4","9","0","0.956","0.118","0.166","0.922","0.102","-17.351","0.0379","0.0398"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","この道をゆく","https://open.spotify.com/track/5jeTf745O0mZJZkyjbAQrW","4","19","0","283307","88.56","3","0","1","0.925","0.138","0.205","0.797","0.353","-12.55","0.0326","0.0602"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","新たな旅立ち","https://open.spotify.com/track/4A4JbwdQ21CXcSW53FOEkb","4","20","0","36027","71.636","1","0","1","0.927","0.209","0.502","0.634","0.132","-8.746","0.0352","0.115"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","大団円","https://open.spotify.com/track/4vbt0dO8aDmlIkSeKfmjuh","4","21","0","184467","155.537","4","7","1","0.382","0.141","0.366","0.155","0.278","-10.07","0.0298","0.0361"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","108の星々がつむぐ物語の果てに","https://open.spotify.com/track/1xU5IE3PaHiX9hYY6XpMrl","4","22","0","233520","80.224","4","2","1","0.104","0.239","0.38","0.849","0.0953","-10.221","0.029","0.19"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","108人の未来","https://open.spotify.com/track/3gmRsq0Pr4plEOPUMy3oIM","4","23","0","345680","91.523","3","5","1","0.197","0.216","0.496","0.881","0.0897","-8.654","0.0304","0.145"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","幻想の世界へ","https://open.spotify.com/track/1fyMDnkWpa10dGGOOf2fp4","4","24","0","228760","75.371","4","2","1","0.984","0.473","0.144","0.928","0.138","-15.874","0.12","0.296"
"幻想水滸伝V ORIGINAL SOUNDTRACK SELECTION","やすらぎの日々へ","https://open.spotify.com/track/06qcTk6gnUxCjZ547xWRw2","4","25","0","337120","149.713","3","2","1","0.556","0.214","0.284","0.629","0.138","-11.696","0.03","0.107"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","平原と空 ～シトロ平原BGM～","https://open.spotify.com/track/1XsJvVV8Uy0Scg1PhI9Jq6","1","1","5","249053","105.981","4","9","0","0.195","0.444","0.668","0.00274","0.661","-5.417","0.0314","0.608"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","辺境の集落 ～シトロ村BGM～","https://open.spotify.com/track/4Xx79HXyJXett6rdjq4K2c","1","2","1","187560","110.012","3","2","1","0.601","0.627","0.916","0.0443","0.175","-5.708","0.0289","0.961"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","森の鼓動 ～東の丘、フレセリアの森BGM～","https://open.spotify.com/track/5ZSok98MYgPC4Ge7xeItuo","1","3","0","210360","187.919","4","8","0","0.37","0.473","0.353","0.198","0.0687","-9.557","0.0382","0.479"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","戦闘突入！ ～戦闘BGM～","https://open.spotify.com/track/3qJZJkNDplhYuQ2ZQB5ky4","1","4","2","167107","85.793","5","4","0","0.0247","0.344","0.733","0.471","0.566","-5.302","0.0376","0.317"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","勝利のポーズ！ ～戦闘勝利BGM～","https://open.spotify.com/track/45pAJgSB0vx2lrYsaKB8lW","1","5","1","44400","137.953","4","4","0","0.0741","0.544","0.666","0.000105","0.38","-6.248","0.0402","0.786"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","大地の異変 ～世界融合のテーマ～","https://open.spotify.com/track/0Y471Evj3KvFzcX7jkeSzi","1","6","1","63333","109.995","3","1","1","0.433","0.51","0.217","0.0258","0.124","-7.345","0.0307","0.265"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","強敵出現！ ～エリアボス戦闘BGM～","https://open.spotify.com/track/6MOhoAz4nXMODlICkQEl8T","1","7","2","170507","158.034","4","9","0","0.000308","0.399","0.98","0.853","0.178","-5.758","0.0651","0.754"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","放浪の隊商 ～ランブル族のテーマ～","https://open.spotify.com/track/0n4W9E7jtNdJwdZuaubQFm","1","8","1","195600","164.984","3","2","1","0.234","0.532","0.697","0.546","0.272","-6.97","0.0326","0.757"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","世界へ！ ～ワールドマップBGM1～","https://open.spotify.com/track/3ttPSCqEREpTLNOh4gMvzw","1","9","1","172600","160.254","5","2","1","0.552","0.253","0.451","0.287","0.124","-8.596","0.0305","0.535"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","鉱山の村 ～グレイリッジBGM～","https://open.spotify.com/track/0vAz7U2PuEDpqxipzHV2Gf","1","10","1","163333","110.0","4","11","0","0.0512","0.724","0.857","0.959","0.233","-6.301","0.0362","0.97"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","ひとつの道の都 ～サイナスBGM1～","https://open.spotify.com/track/75cHxLijoKA0CD1aw2MpJy","1","11","0","84573","169.065","4","5","0","0.653","0.204","0.388","0.608","0.0903","-5.178","0.0319","0.558"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","都にそびえ立つ塔 ～しるべの塔BGM～","https://open.spotify.com/track/638vt81IHmREoFEQR8iq58","1","12","0","118613","106.373","4","0","1","0.953","0.186","0.227","0.000181","0.308","-14.077","0.0344","0.0452"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","出撃の烽火 ～部隊編成BGM～","https://open.spotify.com/track/45WRxZ1MLsnjFpYGx2SKht","1","13","2","239640","149.507","4","4","0","0.526","0.333","0.561","0.587","0.405","-7.214","0.03","0.403"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","剣の誇りにかけて ～冥夜の剣士のテーマ～","https://open.spotify.com/track/7wywTwRHwDglc26JoxKhxr","1","14","0","177160","184.57","3","4","0","0.434","0.253","0.486","0.931","0.395","-6.895","0.0324","0.432"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","宿星の集う砦 ～本拠地BGM1～","https://open.spotify.com/track/3i5trEirrFcAzKRiBOFnem","1","15","1","181987","160.052","3","2","1","0.0317","0.457","0.534","0.853","0.0744","-9.028","0.0303","0.856"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","百万世界へのトビラ ～回廊のテーマ～","https://open.spotify.com/track/4JsbxVuijwE7ZlqvcG9dAV","1","16","0","163400","99.977","3","10","0","0.384","0.473","0.439","0.637","0.121","-10.123","0.0316","0.162"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","流水の導き ～ミスラト川BGM～","https://open.spotify.com/track/5hqCAc6RYnehh1zDh2w1sr","1","17","0","201573","108.037","3","0","0","0.849","0.569","0.553","0.989","0.146","-7.61","0.03","0.275"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","ジャナム魔道帝国 ～帝都エル・カーラルBGM～","https://open.spotify.com/track/1FdeWg49KSoQSLBCEThXSu","1","18","0","242733","97.99","4","2","0","0.304","0.603","0.723","0.608","0.352","-4.785","0.0255","0.806"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","皇族の思惑 ～ジャナム皇族のテーマ～","https://open.spotify.com/track/1q9ImmR9Db9uqjLyNK5QAc","1","19","0","189373","150.004","4","9","1","0.118","0.431","0.739","0.201","0.226","-6.4","0.0284","0.47"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","魔道のお姫様 ～マナリルのテーマ～","https://open.spotify.com/track/06C7kHxRMRSsi6bmGj2FBz","1","20","0","198347","99.984","3","2","1","0.904","0.427","0.382","0.937","0.208","-7.776","0.028","0.16"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","南海の玄関口 ～サルサビルBGM～","https://open.spotify.com/track/4BQKcuFohsIK0T0NiFwcjU","1","21","1","169293","102.885","4","2","1","0.111","0.455","0.635","0.00925","0.218","-4.247","0.0291","0.774"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","山間の村 ～テハの村BGM～","https://open.spotify.com/track/2M0I7zVa9QTNIpXvyT9UIx","1","22","0","213493","180.011","4","7","1","0.347","0.519","0.45","0.254","0.298","-5.227","0.029","0.387"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","雪の山へ ～チオルイ山BGM～","https://open.spotify.com/track/79uhjprfuirvu2riY8kfEO","1","23","0","230440","119.898","4","0","1","0.335","0.607","0.876","0.816","0.205","-4.166","0.038","0.44"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","ポーパスの里 ～ナイネニスBGM～","https://open.spotify.com/track/5FdupRTkmZoG0k8GuT0q1e","1","24","1","195173","134.802","3","5","1","0.792","0.194","0.339","0.892","0.527","-6.471","0.0303","0.186"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","海洋の民 ～ポーパス族のテーマ～","https://open.spotify.com/track/4xA55FN0k1yr5NHSCBtnxX","1","25","0","180413","131.959","4","8","1","0.202","0.6","0.946","0.524","0.291","-5.517","0.0316","0.963"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","大平原出現 ～ワールドマップBGM2～","https://open.spotify.com/track/6ehD01fGdQBZ4rUbMhwszH","2","1","0","184560","109.934","4","9","0","0.15","0.492","0.614","0.198","0.2","-7.004","0.0477","0.488"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","輝ける遺志の城 ～本拠地BGM2～","https://open.spotify.com/track/01GeCBbcFo85u1Q6cI48AS","2","2","0","198227","101.229","3","7","1","0.0337","0.508","0.581","0.954","0.104","-5.839","0.0322","0.081"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","星を見守る者 ～ゼノアのテーマ～","https://open.spotify.com/track/3DBBOUHmNwBP7FkzR79KM8","2","3","0","194800","179.912","4","2","0","0.763","0.427","0.265","0.129","0.29","-8.782","0.0288","0.327"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","折重なる谷あい ～ギネの谷BGM～","https://open.spotify.com/track/02yR0F57h6bdx71ByoLdhm","2","4","0","121973","95.95","4","9","0","0.725","0.57","0.722","0.928","0.0662","-8.505","0.0304","0.771"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","誇り高き獣神の村 ～クラグバークBGM～","https://open.spotify.com/track/7mNgHCSlhEbagb332RfYD5","2","5","0","194933","119.928","4","7","1","0.605","0.632","0.688","0.634","0.12","-8.913","0.0414","0.753"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","大平原の戦士 ～フューリーロア族のテーマ～","https://open.spotify.com/track/6eQKJJEwsjcjmqyi8JUePi","2","6","0","165453","99.953","4","11","1","0.00362","0.506","0.902","0.942","0.257","-6.842","0.0409","0.936"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","埋没した帝都 ～エル・カーラル跡地BGM～","https://open.spotify.com/track/54zPmyzvB0lyuhlx85Cwje","2","7","0","173400","80.008","4","1","0","0.681","0.424","0.401","0.0162","0.123","-10.392","0.0299","0.382"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","砂漠のはての都 ～サルサビルBGM2～","https://open.spotify.com/track/4KlECdk7rbULCV9SZksM2S","2","8","0","204160","78.917","3","0","1","0.411","0.254","0.411","0.939","0.0835","-12.699","0.0321","0.0392"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","北方の丘陵 ～ヴェアルの荒野BGM～","https://open.spotify.com/track/2UDzHp7NIopA0OImEWxOPO","2","9","0","160027","93.938","3","2","1","0.118","0.421","0.535","0.326","0.337","-9.356","0.0284","0.363"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","ファラモンの城 ～ファラモン城BGM～","https://open.spotify.com/track/0DRFxwToLY6c6MYdBm3FOB","2","10","0","203187","98.623","3","2","1","0.479","0.242","0.398","0.917","0.284","-9.046","0.0282","0.166"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","ファラモンの民 ～ファラモンの街BGM～","https://open.spotify.com/track/38ZRFfcZGknLepbUlKT93S","2","11","0","160720","58.988","4","2","1","0.724","0.29","0.383","0.439","0.139","-8.968","0.0317","0.155"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","百万世界の狭間 ～異空間BGM～","https://open.spotify.com/track/23H6YeqV30grKwvP1UOLlg","2","12","0","150027","129.118","3","7","0","0.861","0.284","0.259","0.901","0.13","-10.758","0.03","0.0316"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","樹海の集落 ～スクライブの里BGM～","https://open.spotify.com/track/3FNcxJ39bU7wySNlcsj8V7","2","13","1","200067","72.864","3","2","1","0.968","0.21","0.253","0.0155","0.14","-11.088","0.0345","0.0951"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","樹海の民 ～スクライブ族のテーマ～","https://open.spotify.com/track/0I7hjB3gBa2uscvg12SLtO","2","14","0","198400","155.837","4","5","1","0.792","0.48","0.406","0.705","0.111","-9.489","0.0283","0.5"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","灼熱の岩山 ～スヴァトゴル山BGM～","https://open.spotify.com/track/0hcSjjaKfx5o5x5aWPtgur","2","15","0","154853","130.033","4","10","1","0.183","0.551","0.896","0.946","0.43","-8.576","0.0331","0.796"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","巨人族の村 ～ルギエニクBGM～","https://open.spotify.com/track/5ag4jsZge1MNAtowkLtRNR","2","16","0","200000","113.971","4","7","1","0.0172","0.528","0.509","0.888","0.279","-9.383","0.0293","0.625"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","哀しみの果てに ～哀しみのテーマ～","https://open.spotify.com/track/1zP1PijoMVDEvkHvwrzNM3","2","17","0","109053","130.898","4","4","0","0.492","0.163","0.266","0.913","0.125","-11.584","0.04","0.0557"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","失われた文明の出現 ～ワールドマップBGM3～","https://open.spotify.com/track/4mzU3kHjATko3rIZVmKjtM","2","18","0","208773","103.968","4","9","0","0.295","0.439","0.847","0.863","0.548","-6.372","0.0528","0.236"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","謎の遺跡 ～遺跡ダンジョンBGM～","https://open.spotify.com/track/2cgke1gRYVi4uYIL4Jzf8y","2","19","0","214573","115.982","3","9","0","0.587","0.524","0.592","0.919","0.354","-10.995","0.0312","0.494"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","第12の意味するもの ～ワールドマップBGM4～","https://open.spotify.com/track/2P9QrGOaN96dM3uYG6VvQ8","2","20","0","198227","66.661","4","0","0","0.191","0.289","0.604","0.937","0.774","-7.492","0.0334","0.566"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","ひとつの道の成就へ ～サイナスBGM2～","https://open.spotify.com/track/3AdxDAQx8LzA94O3DYbaXc","2","21","0","139853","154.007","3","2","0","0.697","0.135","0.348","0.616","0.0848","-6.891","0.0313","0.138"
